#chr	pos	class	strand	S1	S2
Chr1	163268	CHH	G	40/0.0/0/1	0
Chr1	163269	CHH	G	40/0.0/0/1	0
Chr1	163279	CHH	C	40/0.0/0/1	0
Chr1	163287	CG	C	40/0.0/0/1	0
Chr1	163291	CHH	C	40/0.0/0/1	0
Chr1	163296	CHH	C	40/0.0/0/1	0
Chr1	163298	CHH	C	40/0.0/0/2	0
Chr1	163299	CHH	C	40/0.0/0/2	0
Chr1	163312	CHH	G	0	40/0.0/0/1
Chr1	163317	CHH	C	40/0.0/0/2	0
Chr1	163321	CHH	G	0	40/0.0/0/1
Chr1	163322	CHH	C	40/0.0/0/2	0
Chr1	163325	CHH	C	40/0.0/0/2	0
Chr1	163329	CHH	C	40/0.0/0/2	0
Chr1	163332	CHH	C	40/0.0/0/2	0
Chr1	163338	CHH	C	40/0.0/0/3	0
Chr1	163341	CHH	G	40/0.0/0/2	0
Chr1	163343	CHH	G	40/0.0/0/2	0
Chr1	163345	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163346	CHH	G	40/0.0/0/2	0
Chr1	163347	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163348	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163350	CHH	C	40/0.0/0/5	40/0.0/0/1
Chr1	163356	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163357	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	163359	CHH	C	40/0.0/0/5	40/0.0/0/2
Chr1	163364	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	163366	CHH	C	40/0.0/0/7	40/0.0/0/3
Chr1	163370	CHH	C	40/14.3/1/6	40/0.0/0/5
Chr1	163374	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163376	CHH	C	40/0.0/0/8	40/0.0/0/5
Chr1	163386	CHH	G	0	40/0.0/0/2
Chr1	163387	CG	C	40/0.0/0/10	40/0.0/0/8
Chr1	163388	CG	G	0	40/0.0/0/2
Chr1	163390	CG	C	40/0.0/0/11	40/0.0/0/7
Chr1	163391	CG	G	0	40/0.0/0/2
Chr1	163392	CHG	G	0	40/0.0/0/2
Chr1	163394	CHH	G	0	40/0.0/0/2
Chr1	163395	CHH	G	0	40/0.0/0/2
Chr1	163398	CHH	G	0	40/0.0/0/2
Chr1	163399	CHH	G	0	40/0.0/0/2
Chr1	163402	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	163404	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	163406	CG	C	40/0.0/0/17	40/0.0/0/9
Chr1	163407	CG	G	40/0.0/0/1	40/0.0/0/2
Chr1	163408	CHG	G	40/0.0/0/1	40/0.0/0/2
Chr1	163410	CHH	G	40/0.0/0/2	40/50.0/1/1
Chr1	163412	CG	C	40/0.0/0/17	40/0.0/0/11
Chr1	163413	CG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163414	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163415	CG	C	40/0.0/0/13	40/0.0/0/7
Chr1	163416	CG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163417	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163419	CHH	G	40/0.0/0/2	0
Chr1	163420	CHH	G	40/0.0/0/2	0
Chr1	163421	CG	C	40/0.0/0/8	40/0.0/0/9
Chr1	163422	CG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163423	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163425	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163431	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163437	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163439	CG	C	40/0.0/0/18	40/0.0/0/15
Chr1	163440	CG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163442	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163444	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163446	CHG	C	40/0.0/0/16	40/0.0/0/12
Chr1	163448	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163450	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163451	CHH	C	40/0.0/0/17	40/0.0/0/12
Chr1	163452	CHH	C	40/0.0/0/16	40/0.0/0/12
Chr1	163456	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	163457	CHH	C	0	40/0.0/0/11
Chr1	163459	CHG	C	40/0.0/0/20	40/0.0/0/11
Chr1	163460	CG	C	40/0.0/0/20	40/0.0/0/12
Chr1	163461	CG	G	40/20.0/1/4	40/0.0/0/1
Chr1	163464	CHH	C	40/0.0/0/20	40/0.0/0/11
Chr1	163465	CHH	C	40/0.0/0/19	40/0.0/0/12
Chr1	163467	CG	C	0	40/0.0/0/11
Chr1	163468	CG	G	40/0.0/0/4	40/0.0/0/1
Chr1	163469	CHH	C	40/0.0/0/19	40/0.0/0/11
Chr1	163470	CHH	C	40/0.0/0/20	40/0.0/0/11
Chr1	163473	CHH	G	40/0.0/0/6	40/0.0/0/2
Chr1	163475	CHH	C	40/0.0/0/19	40/0.0/0/11
Chr1	163477	CHH	C	40/0.0/0/19	40/0.0/0/10
Chr1	163480	CHH	G	40/0.0/0/5	40/0.0/0/2
Chr1	163482	CHH	C	40/0.0/0/19	40/0.0/0/8
Chr1	163483	CHH	C	40/0.0/0/19	40/0.0/0/8
Chr1	163484	CHG	C	40/0.0/0/19	40/0.0/0/8
Chr1	163485	CG	C	40/0.0/0/18	40/0.0/0/9
Chr1	163486	CG	G	40/0.0/0/6	40/0.0/0/1
Chr1	163487	CHG	G	40/0.0/0/6	40/0.0/0/1
Chr1	163488	CG	C	40/0.0/0/14	40/0.0/0/8
Chr1	163489	CG	G	40/0.0/0/6	40/0.0/0/1
Chr1	163490	CHG	G	40/0.0/0/6	40/0.0/0/1
Chr1	163494	CG	C	40/0.0/0/14	40/0.0/0/8
Chr1	163495	CG	G	40/0.0/0/6	40/0.0/0/1
Chr1	163496	CHG	C	40/0.0/0/14	40/0.0/0/8
Chr1	163498	CHG	G	40/0.0/0/6	40/0.0/0/1
Chr1	163501	CHH	C	40/0.0/0/14	40/0.0/0/8
Chr1	163502	CHH	C	40/0.0/0/14	40/0.0/0/8
Chr1	163503	CHH	C	40/0.0/0/14	40/0.0/0/5
Chr1	163504	CHH	C	40/0.0/0/13	40/0.0/0/7
Chr1	163511	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	163516	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	163517	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	163525	CHG	C	40/0.0/0/12	40/0.0/0/8
Chr1	163527	CHG	G	40/0.0/0/4	40/0.0/0/1
Chr1	163528	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	163529	CHG	C	40/0.0/0/7	40/0.0/0/7
Chr1	163531	CHG	G	40/0.0/0/4	40/0.0/0/2
Chr1	163536	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	163538	CHH	C	40/0.0/0/18	40/0.0/0/5
Chr1	163541	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	163542	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	163545	CHH	C	40/0.0/0/20	40/0.0/0/9
Chr1	163546	CHH	C	40/0.0/0/20	40/0.0/0/9
Chr1	163555	CHH	G	40/0.0/0/2	0
Chr1	163558	CHH	G	40/0.0/0/2	0
Chr1	163566	CHH	C	40/0.0/0/21	40/0.0/0/7
Chr1	163567	CHH	C	40/0.0/0/20	40/0.0/0/7
Chr1	163569	CHH	C	40/0.0/0/18	40/0.0/0/9
Chr1	163573	CG	C	40/0.0/0/20	40/9.1/1/10
Chr1	163574	CG	G	40/0.0/0/1	0
Chr1	163577	CHH	G	40/0.0/0/1	0
Chr1	163578	CHH	C	40/0.0/0/21	40/10.0/1/9
Chr1	163579	CHH	C	40/0.0/0/23	40/0.0/0/9
Chr1	163580	CHH	C	40/0.0/0/24	40/11.1/1/8
Chr1	163623	CHH	G	40/0.0/0/1	0
Chr1	163629	CHH	G	40/0.0/0/1	0
Chr1	163631	CHH	G	40/0.0/0/1	0
Chr1	163632	CHH	G	40/0.0/0/1	0
Chr1	163634	CHH	G	40/0.0/0/1	0
Chr1	163635	CHG	C	40/0.0/0/26	40/0.0/0/15
Chr1	163637	CHG	G	40/0.0/0/1	0
Chr1	163638	CHH	G	40/0.0/0/1	0
Chr1	163639	CHH	C	40/3.8/1/25	40/0.0/0/11
Chr1	163640	CHH	C	40/0.0/0/27	40/0.0/0/14
Chr1	163643	CHH	G	40/0.0/0/1	0
Chr1	163648	CHH	C	40/0.0/0/32	40/0.0/0/14
Chr1	163651	CHH	C	40/3.6/1/27	40/0.0/0/14
Chr1	163653	CHH	C	40/0.0/0/29	40/0.0/0/12
Chr1	163656	CHG	C	40/0.0/0/29	40/0.0/0/14
Chr1	163658	CHG	G	40/0.0/0/1	0
Chr1	163659	CG	C	40/0.0/0/28	40/0.0/0/13
Chr1	163660	CG	G	40/0.0/0/1	0
Chr1	163663	CHH	G	40/0.0/0/1	0
Chr1	163665	CHH	G	40/0.0/0/1	0
Chr1	163666	CHH	C	40/0.0/0/31	40/0.0/0/13
Chr1	163667	CHH	C	40/0.0/0/31	40/0.0/0/12
Chr1	163669	CHH	C	40/0.0/0/32	40/0.0/0/16
Chr1	163672	CHG	C	40/0.0/0/32	40/0.0/0/14
Chr1	163674	CHG	G	40/0.0/0/2	0
Chr1	163676	CHH	C	40/0.0/0/30	40/0.0/0/8
Chr1	163679	CHH	G	40/0.0/0/2	0
Chr1	163680	CHH	G	40/0.0/0/2	0
Chr1	163681	CHH	C	40/0.0/0/26	40/0.0/0/9
Chr1	163683	CHH	C	40/0.0/0/28	40/0.0/0/10
Chr1	163692	CHH	G	40/0.0/0/1	0
Chr1	163693	CHH	C	40/0.0/0/12	40/0.0/0/8
Chr1	163694	CHH	C	40/0.0/0/18	40/0.0/0/9
Chr1	163696	CHH	C	40/0.0/0/22	40/0.0/0/11
Chr1	163701	CHH	G	40/0.0/0/1	0
Chr1	163710	CHH	C	40/0.0/0/19	40/0.0/0/16
Chr1	163711	CHH	C	40/0.0/0/20	40/0.0/0/15
Chr1	163729	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	163730	CHH	C	40/0.0/0/15	40/0.0/0/12
Chr1	163733	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	163736	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	163737	CHH	C	40/0.0/0/15	40/0.0/0/12
Chr1	163740	CHG	C	40/0.0/0/16	40/0.0/0/10
Chr1	163742	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163746	CHH	C	40/0.0/0/17	40/0.0/0/11
Chr1	163750	CHG	C	40/0.0/0/18	40/0.0/0/12
Chr1	163752	CHG	G	40/0.0/0/3	40/0.0/0/1
Chr1	163754	CHH	C	40/0.0/0/19	40/0.0/0/11
Chr1	163756	CHH	C	40/0.0/0/20	40/0.0/0/13
Chr1	163759	CHH	G	40/0.0/0/2	0
Chr1	163760	CHH	C	40/0.0/0/19	40/0.0/0/13
Chr1	163761	CHG	C	40/0.0/0/20	40/0.0/0/13
Chr1	163763	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	163766	CHH	C	40/0.0/0/19	40/0.0/0/15
Chr1	163773	CG	C	40/0.0/0/20	40/0.0/0/13
Chr1	163774	CG	G	40/0.0/0/4	40/0.0/0/2
Chr1	163776	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	163777	CHH	C	40/0.0/0/23	40/0.0/0/10
Chr1	163778	CHH	C	40/0.0/0/24	40/0.0/0/10
Chr1	163781	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	163784	CHH	G	0	40/0.0/0/1
Chr1	163788	CHG	C	40/0.0/0/27	40/0.0/0/9
Chr1	163790	CHG	G	40/0.0/0/3	40/0.0/0/1
Chr1	163793	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	163794	CHH	G	40/33.3/1/2	40/0.0/0/1
Chr1	163798	CHH	C	40/0.0/0/27	40/0.0/0/14
Chr1	163802	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	163809	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	163812	CHH	G	0	40/0.0/0/1
Chr1	163821	CG	C	40/0.0/0/32	40/0.0/0/16
Chr1	163827	CG	C	40/0.0/0/33	40/0.0/0/17
Chr1	163828	CG	G	40/0.0/0/1	0
Chr1	163832	CHH	G	40/0.0/0/1	0
Chr1	163837	CHH	G	40/0.0/0/1	0
Chr1	163840	CHH	G	40/0.0/0/1	0
Chr1	163842	CHH	G	40/0.0/0/1	0
Chr1	163843	CHH	G	40/0.0/0/1	0
Chr1	163845	CHH	G	40/0.0/0/1	0
Chr1	163847	CHH	G	40/0.0/0/1	0
Chr1	163849	CHH	G	40/0.0/0/1	0
Chr1	163851	CHH	G	40/0.0/0/1	0
Chr1	163853	CHH	C	40/0.0/0/25	40/0.0/0/16
Chr1	163855	CHH	C	40/0.0/0/25	40/0.0/0/14
Chr1	163856	CHH	C	40/0.0/0/25	40/0.0/0/15
Chr1	163858	CHH	C	40/0.0/0/24	40/0.0/0/12
Chr1	163862	CG	C	40/0.0/0/21	40/0.0/0/12
Chr1	163863	CG	G	40/0.0/0/1	0
Chr1	163865	CHH	G	40/0.0/0/1	0
Chr1	163875	CHH	C	40/0.0/0/16	40/37.5/3/5
Chr1	163882	CHH	C	40/0.0/0/15	40/0.0/0/8
Chr1	163888	CHG	C	40/0.0/0/14	40/0.0/0/8
Chr1	163891	CHH	C	40/0.0/0/13	40/0.0/0/9
Chr1	163900	CHH	C	40/0.0/0/12	40/0.0/0/8
Chr1	163903	CHH	G	40/0.0/0/1	0
Chr1	163904	CHH	C	40/0.0/0/11	40/0.0/0/8
Chr1	163911	CHH	G	40/0.0/0/1	0
Chr1	163914	CHH	C	40/0.0/0/8	40/0.0/0/11
Chr1	163915	CHH	C	40/0.0/0/8	40/0.0/0/9
Chr1	163920	CHH	C	40/0.0/0/9	40/0.0/0/9
Chr1	163926	CHH	C	40/0.0/0/7	40/0.0/0/10
Chr1	163927	CHH	C	40/0.0/0/7	40/0.0/0/8
Chr1	163928	CHG	C	40/0.0/0/7	40/0.0/0/8
Chr1	163930	CHG	G	40/0.0/0/2	40/0.0/0/2
Chr1	163931	CHG	C	40/0.0/0/3	40/0.0/0/7
Chr1	163933	CHG	G	40/0.0/0/2	40/0.0/0/2
Chr1	163935	CHH	C	40/0.0/0/3	40/0.0/0/7
Chr1	163938	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	163939	CHH	G	0	40/0.0/0/2
Chr1	163943	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	163944	CHH	C	40/0.0/0/5	40/0.0/0/5
Chr1	163946	CHG	C	40/0.0/0/6	40/0.0/0/6
Chr1	163948	CHG	G	40/0.0/0/3	40/0.0/0/2
Chr1	163950	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	163952	CHG	C	40/0.0/0/5	40/0.0/0/5
Chr1	163954	CHG	G	40/0.0/0/3	40/0.0/0/3
Chr1	163956	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	163957	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	163958	CHH	C	40/0.0/0/3	40/0.0/0/6
Chr1	163961	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	163963	CHH	C	40/0.0/0/4	40/0.0/0/8
Chr1	163964	CHG	C	40/0.0/0/5	40/0.0/0/9
Chr1	163966	CHG	G	40/0.0/0/5	40/0.0/0/3
Chr1	163968	CHH	G	40/0.0/0/5	40/0.0/0/5
Chr1	163972	CHH	G	40/0.0/0/5	40/0.0/0/5
Chr1	163975	CG	C	40/0.0/0/4	40/0.0/0/7
Chr1	163976	CG	G	40/0.0/0/4	40/0.0/0/5
Chr1	163978	CG	C	40/0.0/0/6	40/0.0/0/8
Chr1	163979	CG	G	40/0.0/0/6	40/0.0/0/6
Chr1	163983	CHH	C	40/0.0/0/6	40/0.0/0/6
Chr1	163984	CHH	C	40/0.0/0/8	40/0.0/0/6
Chr1	163987	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	163988	CHH	G	40/0.0/0/6	40/0.0/0/4
Chr1	163989	CHH	G	40/0.0/0/7	40/0.0/0/3
Chr1	163990	CHH	C	40/0.0/0/7	40/0.0/0/5
Chr1	163995	CHH	C	40/0.0/0/9	40/0.0/0/7
Chr1	164001	CHG	C	40/0.0/0/8	40/0.0/0/7
Chr1	164003	CHG	G	40/0.0/0/5	40/0.0/0/3
Chr1	164004	CHG	C	40/0.0/0/8	40/0.0/0/7
Chr1	164006	CHG	G	40/0.0/0/5	40/0.0/0/4
Chr1	164008	CHH	C	40/0.0/0/9	40/0.0/0/5
Chr1	164010	CHH	C	40/0.0/0/9	40/0.0/0/5
Chr1	164012	CHG	C	40/0.0/0/9	40/0.0/0/5
Chr1	164014	CHG	G	40/0.0/0/5	40/0.0/0/3
Chr1	164016	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	164020	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	164021	CHH	C	40/0.0/0/9	40/0.0/0/5
Chr1	164023	CHH	C	40/0.0/0/9	40/0.0/0/5
Chr1	164025	CHH	C	40/0.0/0/9	40/0.0/0/4
Chr1	164028	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	164029	CHH	C	40/0.0/0/9	40/0.0/0/4
Chr1	164033	CHH	G	40/0.0/0/4	40/0.0/0/4
Chr1	164034	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	164035	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	164036	CHH	C	40/0.0/0/7	40/0.0/0/5
Chr1	164038	CHH	C	40/0.0/0/8	40/0.0/0/5
Chr1	164039	CHH	C	40/0.0/0/8	40/0.0/0/4
Chr1	164041	CHH	C	40/0.0/0/8	40/0.0/0/4
Chr1	164044	CHH	G	40/0.0/0/6	40/0.0/0/5
Chr1	164045	CHH	G	40/0.0/0/7	40/0.0/0/5
Chr1	164046	CHH	G	40/0.0/0/7	40/0.0/0/5
Chr1	164047	CHH	C	40/0.0/0/10	0
Chr1	164051	CHH	G	40/0.0/0/8	40/20.0/1/4
Chr1	164053	CHH	G	40/0.0/0/10	40/0.0/0/3
Chr1	164054	CHH	G	40/0.0/0/10	40/0.0/0/3
Chr1	164055	CG	C	40/0.0/0/11	40/0.0/0/5
Chr1	164056	CG	G	40/0.0/0/10	40/25.0/1/3
Chr1	164057	CHG	G	40/0.0/0/10	40/25.0/1/3
Chr1	164060	CHH	G	40/0.0/0/8	40/33.3/1/2
Chr1	164061	CHH	C	40/0.0/0/10	0
Chr1	164062	CHH	C	40/0.0/0/10	40/0.0/0/5
Chr1	164065	CHH	G	40/0.0/0/10	40/0.0/0/4
Chr1	164068	CG	C	40/0.0/0/9	40/0.0/0/4
Chr1	164069	CG	G	40/0.0/0/8	40/0.0/0/4
Chr1	164071	CHH	C	40/0.0/0/8	40/0.0/0/5
Chr1	164072	CHH	C	40/0.0/0/8	40/0.0/0/5
Chr1	164074	CHH	C	40/0.0/0/8	40/0.0/0/4
Chr1	164076	CG	C	40/0.0/0/8	40/0.0/0/3
Chr1	164077	CG	G	40/0.0/0/9	40/0.0/0/5
Chr1	164078	CHG	G	40/0.0/0/9	40/0.0/0/6
Chr1	164080	CHH	G	40/0.0/0/8	40/0.0/0/5
Chr1	164083	CHH	G	40/0.0/0/8	40/0.0/0/6
Chr1	164085	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	164086	CHH	C	40/0.0/0/7	40/0.0/0/3
Chr1	164087	CHG	C	40/0.0/0/7	40/0.0/0/3
Chr1	164089	CHG	G	40/0.0/0/6	40/0.0/0/7
Chr1	164092	CHG	C	0	40/0.0/0/2
Chr1	164094	CHG	G	40/0.0/0/5	40/0.0/0/7
Chr1	164098	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	164099	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	164103	CHH	G	40/0.0/0/7	40/0.0/0/7
Chr1	164104	CHH	G	40/0.0/0/7	40/0.0/0/7
Chr1	164105	CHH	C	0	40/0.0/0/2
Chr1	164108	CHH	G	40/0.0/0/7	40/0.0/0/7
Chr1	164110	CHH	G	40/0.0/0/7	40/0.0/0/7
Chr1	164112	CHH	C	0	40/0.0/0/2
Chr1	164114	CHH	C	0	40/0.0/0/2
Chr1	164119	CHH	C	0	40/0.0/0/2
Chr1	164130	CHH	G	40/0.0/0/3	40/0.0/0/8
Chr1	164133	CHH	C	0	40/0.0/0/2
Chr1	164136	CHH	G	40/0.0/0/3	40/0.0/0/6
Chr1	164140	CHH	C	0	40/0.0/0/3
Chr1	164141	CHH	C	0	40/0.0/0/3
Chr1	164144	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	164147	CHH	C	0	40/0.0/0/2
Chr1	164154	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	164158	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	164159	CHH	G	40/0.0/0/1	40/50.0/1/1
Chr1	164160	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	164162	CHH	G	40/0.0/0/1	0
Chr1	164163	CHH	C	0	40/0.0/0/2
Chr1	164164	CHH	C	0	40/0.0/0/2
Chr1	164185	CHH	G	40/0.0/0/1	0
Chr1	164186	CHH	G	40/0.0/0/1	0
Chr1	164187	CHG	C	40/0.0/0/1	40/0.0/0/1
Chr1	164189	CHG	G	40/0.0/0/1	0
Chr1	164192	CHH	G	40/0.0/0/1	0
Chr1	164198	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	164200	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	164202	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	164203	CHG	C	40/0.0/0/1	40/0.0/0/2
Chr1	164205	CHG	G	40/0.0/0/1	0
Chr1	164206	CHH	G	40/0.0/0/1	0
Chr1	164212	CHH	G	40/0.0/0/1	0
Chr1	164217	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	164218	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	164222	CHG	C	40/0.0/0/1	40/0.0/0/2
Chr1	164224	CHG	G	40/0.0/0/2	40/0.0/0/2
Chr1	164225	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	164226	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	164229	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	164232	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	164233	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	164235	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	164240	CHG	C	40/0.0/0/1	40/0.0/0/4
Chr1	164242	CHG	G	40/0.0/0/11	40/0.0/0/3
Chr1	164245	CHH	G	40/0.0/0/11	40/0.0/0/4
Chr1	164250	CHH	G	40/0.0/0/11	40/0.0/0/5
Chr1	164254	CHH	C	40/0.0/0/1	40/0.0/0/5
Chr1	164255	CHG	C	40/0.0/0/1	40/0.0/0/5
Chr1	164257	CHG	G	40/0.0/0/17	40/0.0/0/10
Chr1	164258	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	164261	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	164264	CHH	G	40/0.0/0/20	40/0.0/0/15
Chr1	164265	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	164267	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	164271	CHH	C	40/0.0/0/3	40/0.0/0/4
Chr1	164272	CHH	C	40/0.0/0/3	40/0.0/0/4
Chr1	164275	CHH	C	40/0.0/0/3	40/0.0/0/5
Chr1	164278	CHH	C	40/0.0/0/3	40/0.0/0/6
Chr1	164283	CHH	G	40/0.0/0/21	40/0.0/0/16
Chr1	164285	CHH	G	40/0.0/0/21	40/0.0/0/17
Chr1	164286	CHH	G	40/0.0/0/20	40/0.0/0/17
Chr1	164288	CHH	G	40/0.0/0/22	40/6.2/1/15
Chr1	164289	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	164292	CHH	G	40/0.0/0/21	40/5.3/1/18
Chr1	164294	CHH	C	40/0.0/0/2	40/0.0/0/6
Chr1	164298	CHH	C	40/0.0/0/2	40/0.0/0/6
Chr1	164301	CHH	C	40/0.0/0/2	40/0.0/0/5
Chr1	164305	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	164306	CHH	C	40/0.0/0/2	40/0.0/0/6
Chr1	164309	CHH	G	40/0.0/0/20	40/4.5/1/21
Chr1	164310	CHH	G	40/0.0/0/23	40/4.2/1/23
Chr1	164311	CHH	C	40/0.0/0/3	40/0.0/0/7
Chr1	164316	CHH	G	40/0.0/0/22	40/0.0/0/21
Chr1	164318	CHH	C	40/0.0/0/5	40/0.0/0/6
Chr1	164321	CHG	C	40/0.0/0/6	40/0.0/0/7
Chr1	164323	CHG	G	40/0.0/0/20	40/0.0/0/20
Chr1	164324	CHH	C	40/0.0/0/5	40/0.0/0/6
Chr1	164326	CHH	C	40/0.0/0/6	40/0.0/0/7
Chr1	164329	CHG	C	40/0.0/0/6	40/0.0/0/5
Chr1	164331	CHG	G	40/0.0/0/21	40/0.0/0/19
Chr1	164334	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	164335	CHG	C	40/0.0/0/6	40/0.0/0/5
Chr1	164337	CHG	G	40/0.0/0/19	40/0.0/0/18
Chr1	164338	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	164339	CHH	C	0	40/0.0/0/5
Chr1	164340	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	164341	CHH	C	40/0.0/0/6	40/0.0/0/6
Chr1	164343	CHH	C	40/0.0/0/6	40/0.0/0/6
Chr1	164344	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	164345	CHH	C	40/0.0/0/6	40/0.0/0/6
Chr1	164347	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	164350	CHH	C	40/0.0/0/7	40/0.0/0/6
Chr1	164351	CHH	C	40/0.0/0/7	40/0.0/0/5
Chr1	164353	CG	C	40/0.0/0/7	40/100.0/3/0
Chr1	164354	CG	G	40/0.0/0/21	40/88.2/15/2
Chr1	164355	CHH	C	40/0.0/0/7	40/0.0/0/3
Chr1	164358	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	164360	CG	C	40/0.0/0/5	40/100.0/3/0
Chr1	164361	CG	G	40/0.0/0/20	40/76.5/13/4
Chr1	164364	CHH	G	40/0.0/0/18	40/0.0/0/13
Chr1	164365	CHH	C	40/0.0/0/6	40/0.0/0/2
Chr1	164366	CHH	C	40/0.0/0/6	40/0.0/0/2
Chr1	164367	CHH	C	40/0.0/0/5	40/0.0/0/2
Chr1	164371	CHH	C	40/0.0/0/5	40/0.0/0/1
Chr1	164373	CHH	C	40/0.0/0/5	40/0.0/0/1
Chr1	164376	CHH	C	40/0.0/0/6	40/0.0/0/2
Chr1	164377	CHG	C	40/0.0/0/6	40/0.0/0/2
Chr1	164379	CHG	G	40/0.0/0/24	40/0.0/0/12
Chr1	164383	CHG	C	40/0.0/0/6	40/0.0/0/3
Chr1	164384	CG	C	40/0.0/0/6	40/0.0/0/3
Chr1	164385	CG	G	40/0.0/0/24	40/15.4/2/11
Chr1	164388	CHH	G	40/3.8/1/25	40/0.0/0/15
Chr1	164389	CHH	G	40/0.0/0/24	40/0.0/0/16
Chr1	164392	CHH	C	40/0.0/0/6	40/0.0/0/4
Chr1	164393	CHG	C	40/0.0/0/6	40/0.0/0/3
Chr1	164394	CG	C	0	40/100.0/4/0
